Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
EBOVAC.257101.release92.star.	0	0.0319340795203077	0.0335339512934863	0.047662336951202	0.132369085857728	0.0775148268003956	0.0615847305594708	0	0	0.035097773011935	0	0.0075679183293915	0.339067751858717	0.0120409526060956	0	0	0.00180357088142898	0.0121720399326919	0.0341355962242813	0	0	0.173515386172869	0	0.833581331157751	0.630480819043767
EBOVAC.257196.release92.star.	0	0.0400397626054678	0.0718084394182927	0.0445091073423592	0.180081228839145	0.0471764043065204	0.058991915749735	0	0	0.00384503521972318	0	0.0200947661321097	0.228684771546203	0	0	0	0	0.0374153273166974	0.0322781328827815	0	0	0.235075108640966	0	0.675655895983851	0.751986677902331
EBOVAC.258113.release92.star.	0	0.0383721309404621	0.0410142530887651	0.0554598293481307	0.103100410837475	0.152155221608246	0.055804549478282	0	0	0.0148353918744442	0	0.0131823212908766	0.354896937377579	0.00192059823606997	0	0	0	0.017236240399708	0.042825395070528	0	0	0.109196720449433	0	0.80726569278443	0.666480015757726
EBOVAC.258184.release92.star.	0	0.0415436888452663	0.0216496273322918	0.0424551960618278	0.164072280929284	0.0978822112613434	0.0805454150213849	0	0	0.0101205807624879	0.000857076301121963	0.0139299777858189	0.341733993648567	0.0122197505386116	0.00405156912611379	0	0	0.0105598521051924	0.0529249513347941	0	0	0.105453828945894	0	0.865156927503878	0.626662485292456
EBOVAC.259125.release92.star.	0	0.082891936001139	0.048780415438336	0.0489865670415915	0.191575952417853	0.136485661335298	0.0554644916911297	0	0	0	0	0	0.274402481782503	0.0101672738983349	0	0	0	0.0382444596503031	0	0	0	0.113000760743511	0	0.85742238524497	0.631788526853763
EBOVAC.259172.release92.star.	0.00427434715391002	0.0562325954739501	0.0756247428693139	0.0654511872018738	0.142688967065813	0.0562567312117139	0.00696481076625711	0	0.0113310013526537	0.023115131054365	0	0.00706735954461553	0.319201507827127	0.0288115774138444	0	0	0	0.0360614826868389	0	0	0	0.166918558377723	0	0.773436358010147	0.681801871869174
EBOVAC.260137.release92.star.	0.0119944685095147	0.0139301512247732	0.197604900724601	0.0874656611521867	0.188139087639425	0.0240163073424573	0.074819820190114	0	0	0	0.0388799453113824	0.00130147153669425	0.219777285353767	0.00573878797964523	0	0	0	0.0193770111298046	0.0257349471649107	0	0	0.0912201547407244	0	0.604708979543507	0.808327080319958
EBOVAC.260160.release92.star.	0.0061361364451938	0.0543285854667499	0.0516047699881279	0.0342074125712497	0.140816253666358	0.0637199062962259	0.115291545578575	0	0	0.0757082251144935	0.030574362874826	0.00227427290416075	0.193801883880932	0	0	0	0	0.0411942620428962	0.0346907151709913	0	0	0.15565166799922	0	0.798818413561798	0.687925050322657
EBOVAC.261148.release92.star.	0	0.0399302583346333	0.0479114322681427	0.0688253229161832	0.0556827416159052	0.0919944649690962	0.0639896394573583	0	0	0.035842765513105	0	0.0320303004948911	0.310450838338393	0.0116140724517112	0	0	9.58072269423398e-05	0.0150801082928026	0.0457779974384956	0	0	0.18077425068234	0	0.744309991189339	0.705748897266829
EBOVAC.261149.release92.star.	0.00200226174111682	0.0247537309750776	0.0307765842127861	0.038945169999397	0.127887731498284	0.101398389249535	0.0672677777495322	0	0	0.0362115875853807	0	0.00605671859933804	0.296337204545991	0.00778295980336776	0	0	0.00023987782211329	0.0190309556865984	0.0313249833284264	0	0	0.209984067203056	0	0.842594558027591	0.618172251557758
