Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
EBOVAC.255184.release92.star.	0.000439572163850126	0.0466088490752787	0.070161362480719	0.0806396242737678	0.187012350429696	0.089470439092142	0.0135723407511478	0	0	0	0.0267870393453919	0.0176122197950312	0.230714677306894	0	0	0	0	0.0566484263788158	0	0	0	0.180333098907265	0.047	0.202770250956491	1.02405405460186
EBOVAC.256196.release92.star.	0	0.0531261038415932	0.0437345140133107	0.0133270493461631	0.106152386016904	0.174289988237747	0.0920533630834299	0	0	0.0162921069095512	0	0.0257305589370731	0.301221590436369	0.0124990449885385	0	0	0.00104265759009305	0.0131146807402507	0.0438714254149284	0	0	0.103544530444048	0.021	0.326249623450169	0.954738128328925
EBOVAC.257101.release92.star.	0	0.0589646040561081	0.02293158100649	0.0563176482779088	0.094520658637918	0.0720458549461133	0.0496337498005232	0	0	0.0399439773636796	0	0.0386988169983451	0.312709352627133	0.0183317112799355	0	0	0	0.0518622279406629	0.0309640192917822	0	0	0.1530757977734	0.032	0.256515978861365	0.99539537486225
EBOVAC.257196.release92.star.	0	0.0427811693555617	0.061743168134142	0.0491818717018259	0.159216555262599	0.0811501625845252	0.0589041025578784	0	0.0209686747099095	0	0.0010907959095198	0	0.222123521689054	0	0	0	0.00144144209416795	0.0376100746037662	0.00918228176552535	0.00101015035568222	0	0.253596029275843	0.025	0.278486290954413	0.995316214848472
EBOVAC.258113.release92.star.	0	0.0549337600522199	0.0596583390438604	0.0551831736438517	0.110118305343367	0.103470200118222	0.0506003719786262	0	0	0.0260195981362269	0	0.0148676054904209	0.355035076356534	0.0188162443793722	0	0	0	0.0484362123657733	0.0203920497367909	0	0	0.082469063354734	0.00900000000000001	0.394295845794023	0.921372501897954
EBOVAC.258184.release92.star.	0	0.0606094392726354	0.0510066341421926	0.0547240397632607	0.150478406752575	0.0615667837852922	0.0750495088699827	0	0	0.0331770891979052	0	0.00358342711301608	0.362654103610724	0.017952509716617	0	0	0	0.0364654852024318	0.0255351609181578	0	0	0.067197411655209	0.005	0.47972478861952	0.876430526335857
EBOVAC.259125.release92.star.	0	0.0854109704963834	0.0514131246388085	0.0500147366233802	0.170581139038545	0.18117754586936	0.044699847930097	0	0.000272289337597714	0	0	0	0.272929471441944	0.0074532118572293	0	0	0.0022884862102531	0.0482632529609855	0	0.0068441149529185	0	0.0786518086424965	0.022	0.310027149777722	0.964364694744503
EBOVAC.259172.release92.star.	0	0.0685507358756191	0.069026355422443	0.0618263585784628	0.129543979227997	0.0873775450603674	0.0069535899933963	0	0.00228334319312217	0	0	0	0.322741845284583	0.0186043235997254	0	0	0	0.0529999448447792	0	0	0	0.180091978919504	0.025	0.280366408832951	0.990221723700132
EBOVAC.260137.release92.star.	0	0.0243319376655164	0.196469034117092	0.0616042321924708	0.185172157460713	0.0257736548740135	0.0775014384605484	0	0	0	0.017490522035481	0.0250020136097391	0.207245676789817	0	0	0	0	0.00916522487201415	0.0482250126987664	0	0	0.122019095223828	0.01	0.378094560370763	0.928491429952848
EBOVAC.260160.release92.star.	0.0383882666770069	0.00621785398908049	0.0621430709161895	0.0496658128632463	0.139422554027869	0.048443174318634	0.152863201310753	0	0	0.0723909678429913	0.0151009094774881	0	0.176876314943524	0.000821268597545191	0	0	0.00901126833126083	0.0585114968336233	0.0187411801923638	0	0	0.151402659678425	0.036	0.243738461839188	0.991266648091949
EBOVAC.261148.release92.star.	0.00149012418676779	0.0481105414489851	0.0451047043908391	0.0589293637853897	0.0775099885428179	0.0556923934424981	0.0990773269586276	0	0	0.0127641577935718	0	0.0363836269097815	0.313403331449161	0.0160238762490831	0	0	0	0.0485954238844757	0.0621699791782616	0	0	0.12474516177974	0.017	0.340518754483579	0.947067742120588
EBOVAC.261149.release92.star.	0.00343658147022335	0.00611493207340532	0.0240596262038706	0.0264259836323477	0.0918984692716064	0.1041456142989	0.108060557035677	0	0	0.0184889691386902	0	0.0116387117170858	0.307688577989144	0.00836254553999784	0	0	0	0.0200700339126491	0.0390702902024497	0	0	0.230539107513953	0.00900000000000001	0.413508717771318	0.919740247684148
EBOVAC.262136.release92.star.	0	0.0646159447842068	0.0418786056984777	0.0308556304032215	0.143428887997842	0.147656860177528	0.0186757579456222	0	0	0	0	0.0111529744424006	0.297481703607529	0	0	0	0	0.0494310351381914	0.00957686198736835	0.00214225707655395	0	0.18310348074106	0.00800000000000001	0.427708507072213	0.907904467421804
EBOVAC.262161.release92.star.	0	0.0459340655985073	0.0954115376566353	0.0367661469690897	0.0914955373309362	0.0562216271388252	0.10445921280746	0	0	0.0214429682641937	0	0.00281798886073497	0.313487810277582	0.0134367615128683	0	0	0	0.0782973456456875	0	0	0	0.140228997937479	0.023	0.307587534825523	0.965574321125175
EBOVAC.263124.release92.star.	0	0.0568581807588367	0.0593628309247637	0.0376425947621176	0.158577178731881	0.136444607220227	0.0665351659550006	0	0	0.0111214830071437	0	0	0.339214924112892	0.015333204174867	0	0	0	0.0436351962911427	0.0101549877516331	0	0	0.0651196463094945	0.01	0.368979362094614	0.934281082090301
EBOVAC.263173.release92.star.	0.00528823941206706	0.0220227255421363	0.0661291367175713	0.0636138889802094	0.0977058651772792	0.101956986060629	0.106494366383813	0	0	0.0314750615983016	0	0.0510953076379588	0.239511194162812	0.0171715393644477	0	0	0	0.0463454360432066	0.0652904142479997	0	0	0.0858998386715681	0.043	0.212174739021781	1.00117424204724
EBOVAC.264112.release92.star.	0	0.0514216768702373	0.0521019687100352	0.0625478854941825	0.170763941227817	0.0965531234026	0.0885559319969149	0	0	0	0	0.0462091375230156	0.2354720589428	0.0108008706803081	0	0	0	0.0137847122459505	0.0573496510348824	0	0	0.114439041871257	0.028	0.269705976266909	0.980394403664257
EBOVAC.264185.release92.star.	0	0.047250070524505	0.0456940362000683	0.072872784179852	0.0863262744665605	0.0716353923790681	0.155609236403144	0	0	0.0681900958258253	0	0.0344791061646187	0.24279151068037	0.0166967230857813	0	0	0	0.0481865788948862	0.0448674808435562	0	0	0.0654007103517639	0.021	0.330565394133037	0.948551561804514
EBOVAC.265102.release92.star.	0	0.0642910201890936	0.0255929332615671	0.0316346699923104	0.142518251692221	0.110839125679393	0.110133032840901	0	0	0.0186039062896804	0	0.0433542296537272	0.204926985283529	0.0133268926569982	0	0	0	0.0396947155088281	0.0610995563530705	0	0	0.13398468059868	0.025	0.281468325504303	0.973510658357031
EBOVAC.265195.release92.star.	0	0.0305881273250987	0.0520708125265217	0.0637758833589106	0.119510649740633	0.107596663444221	0.0395313340555724	0	0	0.00775098420835264	0	0.0218997326385252	0.313660274255141	0	0	0	0	0.0518842562889802	0.0258900467329382	0	0	0.165841235425106	0.03	0.264091208972181	0.993750617652569
EBOVAC.266114.release92.star.	0	0.0610977810828411	0.0829206714052943	0.0613522124887415	0.0626464603805698	0.0125629815743688	0.0672930933504568	0	0	0.0545633295041408	0	0.0143656763760187	0.356499642167991	0.0066316869338811	0	0	0	0.0668174116167726	0.000191683737024955	0	0	0.153057369381898	0.01	0.364883705612261	0.9416896352627
EBOVAC.266183.release92.star.	0	0.0554064172584353	0.0419569205816946	0.056030131132181	0.0829559690944349	0.10079886677479	0.0195750064226657	0	0	0.0092440325060334	0	0.0263092898674815	0.193801486275301	0	0	0	0	0.0544187671651691	0.0298834930050589	0	0	0.329619619916755	0.016	0.343608555632851	0.970843882384928
EBOVAC.267126.release92.star.	0	0.0152306773310667	0.0883671384968918	0.0733813382361472	0.143310897540972	0.0931663465812241	0.0656949997406944	0	0	0.00801446028226002	0	0.0240914530165686	0.292739059338294	0.0143473221287132	0	0	0	0.0691592451594277	0.0100741247826314	0	0	0.102422937365109	0.024	0.286098607240098	0.973654798622679
EBOVAC.267171.release92.star.	0	0.0457245264391498	0.0641396853765088	0.0527440342494549	0.100417948898479	0.0762636790428318	0.0758892790295569	0	0	0.0204443032753223	0	0.0396921935893128	0.298664531513384	0.0220161418605997	0	0	0	0.0492428258298278	0.0544077177098948	0	0	0.100353133185677	0.01	0.3676725221301	0.932421650137088
